treatment_id,ae_term,ae_group,treated,observed,percent,observed_severe,percent_severe
eplontersen-wainua,Nephrolithiasis,Genitourinary,475,2,0.4211,0,0.0
eplontersen-wainua,Neuralgia,Neurologic,475,1,0.2105,0,0.0
eplontersen-wainua,Neutropenia,Hematologic,475,1,0.2105,1,0.2105
eplontersen-wainua,Ocular disorder,Ocular,475,40,8.4211,0,0.0
eplontersen-wainua,Optic Nerve Injury,Ocular,475,1,0.2105,1,0.2105
eplontersen-wainua,Pericardial Effusion,Cardiovascular,475,2,0.4211,2,0.4211
eplontersen-wainua,Pericarditis,Cardiovascular,475,1,0.2105,1,0.2105
eplontersen-wainua,Pleural Effusion,Respiratory,475,1,0.2105,1,0.2105
eplontersen-wainua,Proteinuria,Renal,475,14,2.9474,0,0.0
eplontersen-wainua,Rash,Mucocutaneous,475,2,0.4211,0,0.0
eplontersen-wainua,Renal Injury,Renal,475,5,1.0526,5,1.0526
eplontersen-wainua,Renal cyst,Renal,475,1,0.2105,0,0.0
eplontersen-wainua,Sepsis,Infection,475,1,0.2105,1,0.2105
eplontersen-wainua,Syncope,Neurologic,475,1,0.2105,0,0.0
eplontersen-wainua,Thrombocytopenia,Hematologic,475,4,0.8421,0,0.0
eplontersen-wainua,Transaminase Increase,Gastrointestinal,475,29,6.1053,0,0.0
eplontersen-wainua,Upper Respiratory Tract Infection or symptoms,Respiratory,475,5,1.0526,0,0.0
eplontersen-wainua,Urinary Incontinence,Genitourinary,475,1,0.2105,0,0.0
eplontersen-wainua,Urinary Tract Infection,Genitourinary,475,3,0.6316,0,0.0
eplontersen-wainua,Vitamin A Deficiency,Metabolic,475,52,10.9474,0,0.0
eplontersen-wainua,Weight Increased,General,475,3,0.6316,0,0.0
eteplirsen-exon-dys51,Anaphylaxis,Inflammatory,2434,7,0.2876,7,0.2876
eteplirsen-exon-dys51,Angina Pectoris,Cardiovascular,2434,24,0.986,0,0.0
eteplirsen-exon-dys51,Anorexia,General,2434,11,0.4519,0,0.0
eteplirsen-exon-dys51,Arrhythmias,Cardiovascular,2434,7,0.2876,0,0.0
eteplirsen-exon-dys51,Aspiration,Respiratory,2434,5,0.2054,5,0.2054
eteplirsen-exon-dys51,Back Pain,Musculoskeletal,2434,9,0.3698,0,0.0
eteplirsen-exon-dys51,Balance Disorder,Neurologic,2434,72,2.9581,0,0.0
eteplirsen-exon-dys51,Bronchospasm,Respiratory,2434,0,0.0,0,0.0
eteplirsen-exon-dys51,CRP increase,Inflammatory,2434,4,0.1643,0,0.0
eteplirsen-exon-dys51,Cardiac Arrest,Cardiovascular,2434,9,0.3698,9,0.3698
eteplirsen-exon-dys51,Cardiomyopathy,Cardiovascular,2434,6,0.2465,6,0.2465
eteplirsen-exon-dys51,Cellulitis,Infection,2434,5,0.2054,0,0.0
eteplirsen-exon-dys51,Chills,General,2434,25,1.0271,0,0.0
eteplirsen-exon-dys51,Cholecystitis,Gastrointestinal,2434,3,0.1233,0,0.0
eteplirsen-exon-dys51,Diarrhoea,Gastrointestinal,2434,10,0.4108,0,0.0
eteplirsen-exon-dys51,Dizziness,Neurologic,2434,10,0.4108,0,0.0
eteplirsen-exon-dys51,Edema,General,2434,11,0.4519,0,0.0
eteplirsen-exon-dys51,Fall,Neurologic,2434,54,2.2186,54,2.2186
eteplirsen-exon-dys51,Fatigue,General,2434,74,3.0403,0,0.0
eteplirsen-exon-dys51,Fever,General,2434,95,3.903,0,0.0
eteplirsen-exon-dys51,Flu-like,General,2434,42,1.7256,0,0.0
eteplirsen-exon-dys51,Fracture,Musculoskeletal,2434,1,0.0411,1,0.0411
eteplirsen-exon-dys51,GI symptoms,Gastrointestinal,2434,72,2.9581,0,0.0
eteplirsen-exon-dys51,Gait Disturbance,Neurologic,2434,3,0.1233,0,0.0
eteplirsen-exon-dys51,Gastroesophageal Reflux Disease,Gastrointestinal,2434,6,0.2465,0,0.0
eteplirsen-exon-dys51,Headache,Neurologic,2434,50,2.0542,0,0.0
eteplirsen-exon-dys51,Heart Failure,Cardiovascular,2434,19,0.7806,19,0.7806
eteplirsen-exon-dys51,Hyperkalemia,Metabolic,2434,3,0.1233,3,0.1233
eteplirsen-exon-dys51,Hypertension,Cardiovascular,2434,11,0.4519,0,0.0
eteplirsen-exon-dys51,Hypokalemia,Metabolic,2434,7,0.2876,0,0.0
eteplirsen-exon-dys51,Hyponatremia,Metabolic,2434,3,0.1233,0,0.0
eteplirsen-exon-dys51,Hypotension,Cardiovascular,2434,20,0.8217,20,0.8217
eteplirsen-exon-dys51,Hypoxia,Respiratory,2434,11,0.4519,11,0.4519
eteplirsen-exon-dys51,Injection site reaction,Procedure related,2434,110,4.5193,0,0.0
eteplirsen-exon-dys51,Lower Respiratory Tract Infection or symptoms,Respiratory,2434,84,3.4511,84,3.4511
eteplirsen-exon-dys51,Malaise,General,2434,0,0.0,0,0.0
eteplirsen-exon-dys51,Mortality,Mortality,2434,18,0.7395,18,0.7395
eteplirsen-exon-dys51,Musculoskeletal disorser,Musculoskeletal,2434,23,0.9449,1,0.0411
eteplirsen-exon-dys51,Nausea And Vomiting,Gastrointestinal,2434,77,3.1635,0,0.0
eteplirsen-exon-dys51,Nephrolithiasis,Genitourinary,2434,13,0.5341,0,0.0
eteplirsen-exon-dys51,Pleural Effusion,Respiratory,2434,3,0.1233,3,0.1233
eteplirsen-exon-dys51,Pneumothorax,Respiratory,2434,9,0.3698,9,0.3698
eteplirsen-exon-dys51,Proteinuria,Renal,2434,20,0.8217,3,0.1233
eteplirsen-exon-dys51,Rash,Mucocutaneous,2434,74,3.0403,0,0.0
eteplirsen-exon-dys51,Renal Injury,Renal,2434,5,0.2054,5,0.2054
eteplirsen-exon-dys51,Respiratory Failure,Respiratory,2434,15,0.6163,15,0.6163
eteplirsen-exon-dys51,Scoliosis,Musculoskeletal,2434,10,0.4108,0,0.0
eteplirsen-exon-dys51,Seizure,Neurologic,2434,8,0.3287,8,0.3287
eteplirsen-exon-dys51,Sepsis,Infection,2434,18,0.7395,18,0.7395
eteplirsen-exon-dys51,Syncope,Neurologic,2434,6,0.2465,0,0.0
eteplirsen-exon-dys51,Transaminase Increase,Gastrointestinal,2434,6,0.2465,0,0.0
eteplirsen-exon-dys51,Upper Respiratory Tract Infection or symptoms,Respiratory,2434,152,6.2449,0,0.0
ezn-4176,Anorexia,General,22,4,18.1818,0,0.0
ezn-4176,Chills,General,22,8,36.3636,0,0.0
ezn-4176,Constipation,Gastrointestinal,22,4,18.1818,0,0.0
ezn-4176,Fatigue,General,22,13,59.0909,0,0.0
ezn-4176,Fever,General,22,3,13.6364,0,0.0
ezn-4176,Nausea And Vomiting,Gastrointestinal,22,8,36.3636,0,0.0
ezn-4176,Peptic Ulcer Disease,Gastrointestinal,22,4,18.1818,0,0.0
ezn-4176,Transaminase Increase,Gastrointestinal,22,14,63.6364,5,22.7273
fomivirsen,Abnormal vision,Ocular,478,14,2.9289,0,0.0
fomivirsen,Anaphylaxis,Inflammatory,478,4,0.8368,4,0.8368
fomivirsen,Anemia,Hematologic,478,20,4.1841,0,0.0
fomivirsen,Angina Pectoris,Cardiovascular,478,4,0.8368,0,0.0
fomivirsen,Anorexia,General,478,15,3.1381,0,0.0
fomivirsen,Blepharitis,Ocular,478,2,0.4184,0,0.0
fomivirsen,Cataract,Ocular,478,22,4.6025,0,0.0
fomivirsen,Cellulitis,Infection,478,1,0.2092,1,0.2092
fomivirsen,Conjectival hyperemia,Ocular,478,3,0.6276,0,0.0
fomivirsen,Conjunctival Haemorrhage,Ocular,478,46,9.6234,0,0.0
fomivirsen,Conjunctivitis,Ocular,478,15,3.1381,0,0.0
fomivirsen,Corneal Edema,Ocular,478,5,1.046,0,0.0
fomivirsen,Depression,Psychiatric,478,4,0.8368,0,0.0
fomivirsen,Diarrhoea,Gastrointestinal,478,12,2.5105,0,0.0
fomivirsen,Dizziness,Neurologic,478,4,0.8368,0,0.0
fomivirsen,Dry eye,Ocular,478,3,0.6276,0,0.0
fomivirsen,Eye Pain,Ocular,478,26,5.4393,0,0.0
fomivirsen,Eye irritation,Ocular,478,7,1.4644,0,0.0
fomivirsen,Fatigue,General,478,26,5.4393,0,0.0
fomivirsen,Fever,General,478,12,2.5105,0,0.0
fomivirsen,GI symptoms,Gastrointestinal,478,9,1.8828,0,0.0
fomivirsen,Glaucoma,Ocular,478,3,0.6276,3,0.6276
fomivirsen,Headache,Neurologic,478,6,1.2552,0,0.0
fomivirsen,Hyperhidrosis,General,478,4,0.8368,0,0.0
fomivirsen,Hypotension,Cardiovascular,478,4,0.8368,0,0.0
fomivirsen,Hypotony of eye,Ocular,478,6,1.2552,0,0.0
fomivirsen,Increased Intraocular Pressure,Ocular,478,56,11.7155,0,0.0
fomivirsen,Infection,Infection,478,9,1.8828,9,1.8828
fomivirsen,Keratitis,Ocular,478,1,0.2092,0,0.0
fomivirsen,Lower Respiratory Tract Infection or symptoms,Respiratory,478,4,0.8368,4,0.8368
fomivirsen,Macular degeneration,Ocular,478,2,0.4184,2,0.4184
fomivirsen,Musculoskeletal disorser,Musculoskeletal,478,4,0.8368,0,0.0
fomivirsen,Nausea And Vomiting,Gastrointestinal,478,0,0.0,0,0.0
fomivirsen,Neutropenia,Hematologic,478,8,1.6736,8,1.6736
fomivirsen,Ocular Inflammation,Ocular,478,127,26.569,115,24.0586
fomivirsen,Ocular Opacity,Ocular,478,58,12.1339,0,0.0
fomivirsen,Ocular disorder,Ocular,478,110,23.0126,0,0.0
fomivirsen,Optic Neuritis,Ocular,478,7,1.4644,7,1.4644
fomivirsen,Pain,General,478,2,0.4184,0,0.0
fomivirsen,Pancreatitis,Gastrointestinal,478,4,0.8368,4,0.8368
fomivirsen,Photophobia,Ocular,478,39,8.159,0,0.0
fomivirsen,Pneumonia,Respiratory,478,1,0.2092,1,0.2092
fomivirsen,Rash,Mucocutaneous,478,14,2.9289,0,0.0
fomivirsen,Renal Injury,Renal,478,4,0.8368,4,0.8368
fomivirsen,Retinal Detachment,Ocular,478,61,12.7615,61,12.7615
fomivirsen,Retinal Disease,Ocular,478,6,1.2552,0,0.0
fomivirsen,Retinal Edema,Ocular,478,59,12.3431,0,0.0
fomivirsen,Retinal haemorrhage,Ocular,478,51,10.6695,0,0.0
fomivirsen,Retinal vascular disease,Ocular,478,2,0.4184,2,0.4184
fomivirsen,Sepsis,Infection,478,6,1.2552,6,1.2552
fomivirsen,Thrombocytopenia,Hematologic,478,13,2.7197,0,0.0
fomivirsen,Transaminase Increase,Gastrointestinal,478,4,0.8368,0,0.0
fomivirsen,Upper Respiratory Tract Infection or symptoms,Respiratory,478,9,1.8828,0,0.0
fomivirsen,Vitreous Haemorrhage,Ocular,478,12,2.5105,0,0.0
gataparsen-ly2181308,Anemia,Hematologic,592,28,4.7297,3,0.5068
gataparsen-ly2181308,Anorexia,General,592,5,0.8446,0,0.0
gataparsen-ly2181308,CRP increase,Inflammatory,592,8,1.3514,0,0.0
gataparsen-ly2181308,Cerebrovascular Accident,Neurologic,592,1,0.1689,1,0.1689
gataparsen-ly2181308,Clostridium Difficile Colitis,Gastrointestinal,592,1,0.1689,1,0.1689
gataparsen-ly2181308,Coagulation abnormalities,Hematologic,592,41,6.9257,0,0.0
gataparsen-ly2181308,Diarrhoea,Gastrointestinal,592,21,3.5473,0,0.0
gataparsen-ly2181308,Esophagitis,Gastrointestinal,592,1,0.1689,0,0.0
gataparsen-ly2181308,Fatigue,General,592,50,8.4459,0,0.0
gataparsen-ly2181308,Fever,General,592,25,4.223,0,0.0
gataparsen-ly2181308,Flu-like,General,592,3,0.5068,0,0.0
gataparsen-ly2181308,Headache,Neurologic,592,7,1.1824,0,0.0
gataparsen-ly2181308,Hyperbilirubinemia,Gastrointestinal,592,3,0.5068,0,0.0
gataparsen-ly2181308,Hyperglycemia,Metabolic,592,3,0.5068,0,0.0
gataparsen-ly2181308,Hyperhidrosis,General,592,13,2.1959,0,0.0
gataparsen-ly2181308,Hypoalbuminemia,Metabolic,592,4,0.6757,0,0.0
gataparsen-ly2181308,Hypokalemia,Metabolic,592,4,0.6757,0,0.0
gataparsen-ly2181308,Hyponatremia,Metabolic,592,2,0.3378,0,0.0
gataparsen-ly2181308,Hypophosphatemia,Metabolic,592,4,0.6757,0,0.0
gataparsen-ly2181308,Hypotension,Cardiovascular,592,3,0.5068,1,0.1689
gataparsen-ly2181308,Hypothermia,General,592,3,0.5068,0,0.0
gataparsen-ly2181308,Increased blood triglycerides,Metabolic,592,3,0.5068,0,0.0
gataparsen-ly2181308,Injection site reaction,Procedure related,592,4,0.6757,0,0.0
gataparsen-ly2181308,Insomnia,General,592,1,0.1689,0,0.0
gataparsen-ly2181308,Lymphopenia,Hematologic,592,9,1.5203,1,0.1689
gataparsen-ly2181308,Microglubulin in urine,Renal,592,2,0.3378,0,0.0
gataparsen-ly2181308,Mortality,Mortality,592,2,0.3378,2,0.3378
gataparsen-ly2181308,Musculoskeletal disorser,Musculoskeletal,592,2,0.3378,0,0.0
gataparsen-ly2181308,Nausea And Vomiting,Gastrointestinal,592,20,3.3784,0,0.0
gataparsen-ly2181308,Neuropathy,Neurologic,592,7,1.1824,1,0.1689
gataparsen-ly2181308,Neutropenia,Hematologic,592,90,15.2027,25,4.223
gataparsen-ly2181308,Neutropenic Fever,Hematologic,592,19,3.2095,19,3.2095
gataparsen-ly2181308,Peptic Ulcer Disease,Gastrointestinal,592,1,0.1689,0,0.0
gataparsen-ly2181308,Pneumonia,Respiratory,592,7,1.1824,1,0.1689
gataparsen-ly2181308,Renal Injury,Renal,592,1,0.1689,1,0.1689
gataparsen-ly2181308,Respiratory Failure,Respiratory,592,2,0.3378,2,0.3378
gataparsen-ly2181308,Sepsis,Infection,592,5,0.8446,5,0.8446
gataparsen-ly2181308,Thrombocytopenia,Hematologic,592,35,5.9122,4,0.6757
gataparsen-ly2181308,Transaminase Increase,Gastrointestinal,592,12,2.027,0,0.0
gataparsen-ly2181308,Tumor lysis syndrome,Metabolic,592,1,0.1689,0,0.0
golodirsen-vyondys53,Agitation,Psychiatric,490,2,0.4082,0,0.0
golodirsen-vyondys53,Anaphylaxis,Inflammatory,490,5,1.0204,5,1.0204
golodirsen-vyondys53,Anemia,Hematologic,490,1,0.2041,0,0.0
golodirsen-vyondys53,Angina Pectoris,Cardiovascular,490,3,0.6122,0,0.0
golodirsen-vyondys53,Anorexia,General,490,6,1.2245,0,0.0
golodirsen-vyondys53,Anxiety,Psychiatric,490,1,0.2041,0,0.0
golodirsen-vyondys53,Aspiration,Respiratory,490,3,0.6122,3,0.6122
golodirsen-vyondys53,Cardiac Arrest,Cardiovascular,490,2,0.4082,2,0.4082
golodirsen-vyondys53,Cardiogenic Shock,Cardiovascular,490,2,0.4082,2,0.4082
golodirsen-vyondys53,Cardiomyopathy,Cardiovascular,490,1,0.2041,1,0.2041
golodirsen-vyondys53,Cataract,Ocular,490,1,0.2041,0,0.0
golodirsen-vyondys53,Cholelithiasis,Gastrointestinal,490,2,0.4082,0,0.0
golodirsen-vyondys53,Constipation,Gastrointestinal,490,3,0.6122,0,0.0
golodirsen-vyondys53,Depression,Psychiatric,490,3,0.6122,0,0.0
golodirsen-vyondys53,Diarrhoea,Gastrointestinal,490,18,3.6735,0,0.0
golodirsen-vyondys53,Dizziness,Neurologic,490,7,1.4286,0,0.0
golodirsen-vyondys53,Dry Skin,Mucocutaneous,490,1,0.2041,0,0.0
golodirsen-vyondys53,Ear Infection,Infection,490,3,0.6122,0,0.0
golodirsen-vyondys53,Edema,General,490,5,1.0204,0,0.0
golodirsen-vyondys53,Fall,Neurologic,490,42,8.5714,25,5.102
golodirsen-vyondys53,Fatigue,General,490,23,4.6939,0,0.0
golodirsen-vyondys53,Fever,General,490,32,6.5306,0,0.0
golodirsen-vyondys53,Flu-like,General,490,3,0.6122,0,0.0
golodirsen-vyondys53,Fracture,Musculoskeletal,490,8,1.6327,8,1.6327
golodirsen-vyondys53,GI Bleeding,Gastrointestinal,490,1,0.2041,0,0.0
golodirsen-vyondys53,GI symptoms,Gastrointestinal,490,35,7.1429,0,0.0
golodirsen-vyondys53,Gait Disturbance,Neurologic,490,3,0.6122,0,0.0
golodirsen-vyondys53,Haematemesis,Gastrointestinal,490,1,0.2041,0,0.0
golodirsen-vyondys53,Headache,Neurologic,490,14,2.8571,0,0.0
golodirsen-vyondys53,Hyperglycemia,Metabolic,490,1,0.2041,0,0.0
golodirsen-vyondys53,Hypocalcemia,Metabolic,490,1,0.2041,1,0.2041
golodirsen-vyondys53,Hypotension,Cardiovascular,490,16,3.2653,6,1.2245
golodirsen-vyondys53,Infection,Infection,490,34,6.9388,0,0.0
golodirsen-vyondys53,Influenza,Infection,490,8,1.6327,0,0.0
golodirsen-vyondys53,Injection site reaction,Procedure related,490,36,7.3469,0,0.0
golodirsen-vyondys53,Mortality,Mortality,490,2,0.4082,2,0.4082
golodirsen-vyondys53,Musculoskeletal disorser,Musculoskeletal,490,8,1.6327,0,0.0
golodirsen-vyondys53,Nausea And Vomiting,Gastrointestinal,490,15,3.0612,0,0.0
golodirsen-vyondys53,Oropharyngeal Pain,Other,490,5,1.0204,0,0.0
golodirsen-vyondys53,Pleural Effusion,Respiratory,490,2,0.4082,2,0.4082
golodirsen-vyondys53,Pneumonia,Respiratory,490,11,2.2449,11,2.2449
golodirsen-vyondys53,Proteinuria,Renal,490,4,0.8163,0,0.0
golodirsen-vyondys53,Rash,Mucocutaneous,490,16,3.2653,0,0.0
golodirsen-vyondys53,Respiratory Failure,Respiratory,490,9,1.8367,9,1.8367
golodirsen-vyondys53,Seasonal allergy,Inflammatory,490,3,0.6122,0,0.0
golodirsen-vyondys53,Seizure,Neurologic,490,4,0.8163,4,0.8163
golodirsen-vyondys53,Syncope,Neurologic,490,1,0.2041,0,0.0
golodirsen-vyondys53,Tachycardia,Cardiovascular,490,9,1.8367,0,0.0
golodirsen-vyondys53,Upper Respiratory Tract Infection or symptoms,Respiratory,490,37,7.551,0,0.0
gsk3389404,CRP increase,Inflammatory,266,1,0.3759,0,0.0
gsk3389404,Cerebral hemorrhage,Neurologic,266,1,0.3759,1,0.3759
gsk3389404,Coagulation abnormalities,Hematologic,266,4,1.5038,0,0.0
gsk3389404,Flu-like,General,266,4,1.5038,0,0.0
gsk3389404,Headache,Neurologic,266,6,2.2556,0,0.0
gsk3389404,Injection site reaction,Procedure related,266,0,0.0,0,0.0
gsk3389404,Lymphopenia,Hematologic,266,1,0.3759,1,0.3759
gsk3389404,Malaise,General,266,9,3.3835,0,0.0
gsk3389404,Musculoskeletal disorser,Musculoskeletal,266,1,0.3759,0,0.0
gsk3389404,Neutropenia,Hematologic,266,1,0.3759,1,0.3759
gsk3389404,Prinzmetal Angina,Cardiovascular,266,1,0.3759,1,0.3759
gsk3389404,Rash,Mucocutaneous,266,1,0.3759,0,0.0
gsk3389404,Renal colic,Genitourinary,266,1,0.3759,1,0.3759
gsk3389404,Transaminase Increase,Gastrointestinal,266,0,0.0,0,0.0
gsk3389404,Upper Respiratory Tract Infection or symptoms,Respiratory,266,27,10.1504,0,0.0
gti2040,Acidosis,Metabolic,213,3,1.4085,1,0.4695
gti2040,Alopecia,Mucocutaneous,213,32,15.0235,0,0.0
gti2040,Anemia,Hematologic,213,71,33.3333,31,14.554
gti2040,Angina Pectoris,Cardiovascular,213,1,0.4695,1,0.4695
gti2040,Anorexia,General,213,38,17.8404,0,0.0
gti2040,Anxiety,Psychiatric,213,1,0.4695,0,0.0
gti2040,Ataxia,Neurologic,213,3,1.4085,3,1.4085
gti2040,Atrial fibrilation/flutter,Cardiovascular,213,3,1.4085,0,0.0
gti2040,Coagulation abnormalities,Hematologic,213,17,7.9812,8,3.7559
gti2040,Confusion,Neurologic,213,1,0.4695,1,0.4695
gti2040,Constipation,Gastrointestinal,213,15,7.0423,0,0.0
gti2040,Depression,Psychiatric,213,5,2.3474,0,0.0
gti2040,Diarrhoea,Gastrointestinal,213,22,10.3286,0,0.0
gti2040,Dysarthria,Neurologic,213,3,1.4085,3,1.4085
gti2040,Dysphagia,Neurologic,213,1,0.4695,0,0.0
gti2040,Edema,General,213,17,7.9812,0,0.0
gti2040,Esophagitis,Gastrointestinal,213,1,0.4695,0,0.0
gti2040,Fatigue,General,213,114,53.5211,0,0.0
gti2040,Fever,General,213,14,6.5728,0,0.0
gti2040,GI Bleeding,Gastrointestinal,213,1,0.4695,0,0.0
gti2040,GI Obstruction,Gastrointestinal,213,1,0.4695,0,0.0
gti2040,Headache,Neurologic,213,7,3.2864,0,0.0
gti2040,Hyperbilirubinemia,Gastrointestinal,213,2,0.939,2,0.939
gti2040,Hyperglycemia,Metabolic,213,29,13.615,0,0.0
gti2040,Hypoalbuminemia,Metabolic,213,3,1.4085,0,0.0
gti2040,Hypocalcemia,Metabolic,213,9,4.2254,0,0.0
gti2040,Hypophosphatemia,Metabolic,213,11,5.1643,0,0.0
gti2040,Hypotension,Cardiovascular,213,5,2.3474,1,0.4695
gti2040,Hypoxia,Respiratory,213,1,0.4695,1,0.4695
gti2040,Infection,Infection,213,34,15.9624,21,9.8592
gti2040,Injection site reaction,Procedure related,213,7,3.2864,0,0.0
gti2040,Insomnia,General,213,5,2.3474,0,0.0
gti2040,Leukopenia,Hematologic,213,28,13.1455,1,0.4695
gti2040,Lower Respiratory Tract Infection or symptoms,Respiratory,213,22,10.3286,1,0.4695
gti2040,Lymphopenia,Hematologic,213,30,14.0845,9,4.2254
gti2040,Mortality,Mortality,213,11,5.1643,11,5.1643
gti2040,Mucositis,Gastrointestinal,213,5,2.3474,0,0.0
gti2040,Musculoskeletal disorser,Musculoskeletal,213,18,8.4507,0,0.0
gti2040,Myocardial Infarction,Cardiovascular,213,1,0.4695,1,0.4695
gti2040,Myositis,Musculoskeletal,213,1,0.4695,0,0.0
gti2040,Nausea And Vomiting,Gastrointestinal,213,61,28.6385,0,0.0
gti2040,Neuropathy,Neurologic,213,12,5.6338,1,0.4695
gti2040,Neutropenia,Hematologic,213,38,17.8404,33,15.493
gti2040,Neutropenic Fever,Hematologic,213,26,12.2066,26,12.2066
gti2040,Pain,General,213,2,0.939,0,0.0
gti2040,Pneumonia,Respiratory,213,6,2.8169,6,2.8169
gti2040,Pulmonary Embolism,Cardiovascular,213,1,0.4695,1,0.4695
gti2040,Rash,Mucocutaneous,213,18,8.4507,0,0.0
gti2040,Renal Injury,Renal,213,7,3.2864,0,0.0
gti2040,Sepsis,Infection,213,7,3.2864,7,3.2864
gti2040,Syncope,Neurologic,213,1,0.4695,0,0.0
gti2040,Thrombocytopenia,Hematologic,213,64,30.0469,47,22.0657
gti2040,Transaminase Increase,Gastrointestinal,213,30,14.0845,6,2.8169
gti2040,Upper Respiratory Tract Infection or symptoms,Respiratory,213,7,3.2864,0,0.0
gtx-102-apazunersen,Aseptic Meningitis,Neurologic,5,5,100.0,5,100.0
gtx-102-apazunersen,Ataxia,Neurologic,5,5,100.0,5,100.0
gtx-102-apazunersen,CSF protein increase,Neurologic,5,5,100.0,0,0.0
gtx-102-apazunersen,Fatigue,General,5,0,0.0,0,0.0
gtx-102-apazunersen,Headache,Neurologic,5,0,0.0,0,0.0
gtx-102-apazunersen,Infection,Infection,5,0,0.0,0,0.0
gtx-102-apazunersen,Lower Extremity Weakness,Neurologic,5,5,100.0,5,100.0
gtx-102-apazunersen,Radiculitis,Neurologic,5,5,100.0,5,100.0
gtx-102-apazunersen,Urinary Tract Infection,Genitourinary,5,0,0.0,0,0.0
inotersen,Anaphylaxis,Inflammatory,1978,35,1.7695,35,1.7695
inotersen,Anemia,Hematologic,1978,185,9.3529,0,0.0
inotersen,Angina Pectoris,Cardiovascular,1978,33,1.6684,0,0.0
inotersen,Anorexia,General,1978,11,0.5561,0,0.0
inotersen,Atrial fibrilation/flutter,Cardiovascular,1978,13,0.6572,0,0.0
inotersen,CSF Pleocytosis,Neurologic,1978,1,0.0506,1,0.0506
inotersen,Cardiac Arrest,Cardiovascular,1978,1,0.0506,1,0.0506
inotersen,Cerebrovascular Accident,Neurologic,1978,16,0.8089,16,0.8089
inotersen,Constipation,Gastrointestinal,1978,8,0.4044,0,0.0
inotersen,Deep Vein Thrombosis,Cardiovascular,1978,10,0.5056,10,0.5056
inotersen,Delirium,Psychiatric,1978,18,0.91,18,0.91
inotersen,Diarrhoea,Gastrointestinal,1978,18,0.91,0,0.0
inotersen,Dizziness,Neurologic,1978,62,3.1345,0,0.0
inotersen,Dry Mouth,Mucocutaneous,1978,16,0.8089,0,0.0
inotersen,ECG Abnormalities,Cardiovascular,1978,29,1.4661,14,0.7078
inotersen,Edema,General,1978,166,8.3923,0,0.0
inotersen,Eosinophilia,Hematologic,1978,6,0.3033,0,0.0
inotersen,Fall,Neurologic,1978,80,4.0445,65,3.2861
inotersen,Fatigue,General,1978,285,14.4085,0,0.0
inotersen,Fever,General,1978,148,7.4823,0,0.0
inotersen,Flu-like,General,1978,54,2.73,0,0.0
inotersen,GI symptoms,Gastrointestinal,1978,195,9.8584,0,0.0
inotersen,Gait Disturbance,Neurologic,1978,80,4.0445,0,0.0
inotersen,Glomerulonephritis,Renal,1978,42,2.1234,42,2.1234
inotersen,Head injury,Neurologic,1978,11,0.5561,11,0.5561
inotersen,Headache,Neurologic,1978,99,5.0051,0,0.0
inotersen,Heart Failure,Cardiovascular,1978,50,2.5278,50,2.5278
inotersen,Hepatic Injury,Gastrointestinal,1978,2,0.1011,2,0.1011
inotersen,Hyperbilirubinemia,Gastrointestinal,1978,21,1.0617,21,1.0617
inotersen,Hypertension,Cardiovascular,1978,20,1.0111,0,0.0
inotersen,Hypoalbuminemia,Metabolic,1978,10,0.5056,0,0.0
inotersen,Hypotension,Cardiovascular,1978,44,2.2245,0,0.0
inotersen,Infection,Infection,1978,8,0.4044,0,0.0
inotersen,Inflammatory response,Inflammatory,1978,0,0.0,0,0.0
inotersen,Injection site reaction,Procedure related,1978,276,13.9535,0,0.0
inotersen,Insomnia,General,1978,20,1.0111,0,0.0
inotersen,Lower Respiratory Tract Infection or symptoms,Respiratory,1978,121,6.1173,103,5.2073
inotersen,Lymphopenia,Hematologic,1978,32,1.6178,0,0.0
inotersen,Mortality,Mortality,1978,35,1.7695,35,1.7695
inotersen,Musculoskeletal disorser,Musculoskeletal,1978,91,4.6006,0,0.0
inotersen,Myelopathy,Neurologic,1978,3,0.1517,3,0.1517
inotersen,Nausea And Vomiting,Gastrointestinal,1978,256,12.9424,0,0.0
inotersen,Neurologic disorder,Neurologic,1978,16,0.8089,0,0.0
inotersen,Ocular disorder,Ocular,1978,31,1.5672,0,0.0
inotersen,Paresthesia,Neurologic,1978,11,0.5561,0,0.0
inotersen,Pleural Effusion,Respiratory,1978,11,0.5561,11,0.5561
inotersen,Proteinuria,Renal,1978,237,11.9818,0,0.0
inotersen,Pulmonary Embolism,Cardiovascular,1978,3,0.1517,3,0.1517
inotersen,Rash,Mucocutaneous,1978,51,2.5784,0,0.0
inotersen,Renal Injury,Renal,1978,221,11.1729,209,10.5662
inotersen,Sepsis,Infection,1978,12,0.6067,12,0.6067
inotersen,Syncope,Neurologic,1978,46,2.3256,0,0.0
inotersen,Tachycardia,Cardiovascular,1978,10,0.5056,0,0.0
inotersen,Thrombocytopenia,Hematologic,1978,523,26.4408,342,17.2902
inotersen,Transaminase Increase,Gastrointestinal,1978,157,7.9373,0,0.0
inotersen,Tremor,Neurologic,1978,39,1.9717,0,0.0
inotersen,Upper Respiratory Tract Infection or symptoms,Respiratory,1978,36,1.82,0,0.0
inotersen,Urinary Casts,Renal,1978,96,4.8534,0,0.0
inotersen,Urinary Incontinence,Genitourinary,1978,10,0.5056,0,0.0
inotersen,Urinary Tract Infection,Genitourinary,1978,186,9.4034,0,0.0
